x0,x1,y_true,y,split
3.745401188473625,8.27518922106303,7.711143041717778,7.6395061273112495,train
9.50714306409916,7.645277946547177,18.208426042340445,17.92158951824411,test
7.319939418114051,5.735289514555733,11.389067184756147,11.33960069535321,train
5.986584841970366,9.56047143611933,12.347514037308096,12.457130885150185,train
1.5601864044243652,2.004745155284028,1.3716694936279097,1.4361850819818953,test
1.5599452033620265,1.0926421030962141,1.0261290066656534,1.0775113564029226,train
0.5808361216819946,8.539619669554222,5.03881273051136,5.005213534286423,train
8.661761457749352,4.391498166337483,13.269631338472935,13.11614765012656,train
6.011150117432088,8.469688542070605,11.325335961816501,11.387171280411437,train
7.080725777960454,8.930902051954149,13.81952812288988,13.719414305685724,train
0.20584494295802447,0.6245759361907144,0.21274703322080152,0.47483864122645625,train
9.699098521619943,8.834647629860607,19.923088080458733,19.991548945461275,test
8.324426408004218,4.483190553694222,12.561665650123466,12.491987853816992,train
2.1233911067827616,5.104324890042323,3.50482264670295,3.4314564170163147,train
1.8182496720710062,6.265925110932102,4.080213894375938,4.069060589582308,train
1.8340450985343382,9.263826067300867,6.581241857277008,6.552501626634398,train
3.0424224295953772,0.1911609442976403,1.9182060073796128,2.0522260604432074,test
5.247564316322379,4.768434683178171,6.955078473338143,6.977448413707429,train
4.319450186421157,6.877220424305607,7.25129305777969,7.163497249110667,train
2.9122914019804194,7.227069576982284,5.84694556253926,6.073798444757954,test
6.118528947223795,6.92532431537108,10.106641296527993,10.11255829631042,train
1.3949386065204183,1.3443512940812186,1.0100917096041422,1.1023524707204098,test
2.9214464853521815,2.9939558837168123,2.9499292774327235,2.876942096539352,train
3.663618432936917,3.587155254170135,4.067965163048349,4.111539038377692,train
4.56069984217036,8.04437207679505,8.600733807921571,8.638067006858755,train
7.851759613930136,2.7875987241455302,10.366747347902917,10.13998943285138,train
1.9967378215835974,2.1070496386720317,1.7238612276364353,1.9656942408917122,train
5.142344384136116,9.574480190380962,10.928492583495622,11.083369918806328,train
5.924145688620425,0.088632851134689,5.523324929798735,5.475661491861216,test
0.46450412719997725,9.978208556819782,6.234123459846038,6.101851090991335,train
6.075448519014383,6.768212988573956,9.894426816690256,9.936134210346681,train
1.7052412368729153,8.28469299449117,5.609979890785174,5.6203836147149016,train
0.6505159298527952,2.9461939634619316,1.2737466771917838,1.3164269510193713,train
9.488855372533333,0.14315277667059978,12.761674747850451,12.784664035393742,train
9.656320330745594,7.3786951856153005,18.343030252970813,18.403779171687525,test
8.08397348116461,8.341445970006758,15.40406782198673,15.577744505913747,test
3.0461376917337066,7.404761319535192,6.1375902972760805,6.205762681891518,test
0.9767211400638387,1.428502873008386,0.8020680815033989,0.676109421634206,train
6.842330265121569,7.53427922256969,12.003266560882784,12.166774103208278,train
4.4015249373960135,7.689227821076409,8.0593959744406,8.256269722059194,train
1.2203823484477883,6.585405156700549,3.8774659370634232,4.255712745204874,train
4.951769101112702,7.661159327955862,8.834916536196207,8.700097252207456,train
