timestamp,experiment_name,stage_number,stage_name,agent_id,agent_name,mse,mae,rmse,r2_score,max_error,mean_uncertainty,coverage_95,num_test_samples,num_finite_samples,training_data_size,predictions_mean,predictions_std,true_values_mean,true_values_std,experiment_type,consensus_method,function_type,consensus_steps,final_mean_convergence,cycle
1753388238.5964406,synthetic_multimodal_dac_comparison,1,Weighted_DAC_PoE_initial_training,0,Agent_1,11.176918029785156,2.5414154529571533,3.3431897986481647,-3.3547728871492914,8.502103805541992,0.7348829507827759,0.29249998927116394,800,800,400,1.450199842453003,1.6395434141159058,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,
1753388238.5964406,synthetic_multimodal_dac_comparison,1,Weighted_DAC_PoE_initial_training,1,Agent_2,7.6772308349609375,2.0526950359344482,2.7707816288839755,-1.9912179289700238,7.457663059234619,0.797447919845581,0.3512499928474426,800,800,400,2.5991733074188232,2.013009786605835,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,
1753388238.5964406,synthetic_multimodal_dac_comparison,1,Weighted_DAC_PoE_initial_training,2,Agent_3,4.755336284637451,1.4869015216827393,2.180673355786568,-0.852783577272048,6.06077241897583,0.7955641150474548,0.5649999976158142,800,800,400,2.7669601440429688,1.6805617809295654,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,
1753388238.5964406,synthetic_multimodal_dac_comparison,1,Weighted_DAC_PoE_initial_training,3,Agent_4,4.18870735168457,1.5974093675613403,2.046633174676051,-0.6320124496320902,6.532289981842041,0.8542041182518005,0.5412499904632568,800,800,400,2.601318359375,2.126190185546875,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,
1753388238.6495697,synthetic_multimodal_dac_comparison,2,Weighted_DAC_PoE_first_consensus,0,Agent_1,5.9615254402160645,2.0072216987609863,2.441623525487921,-1.3227413178855327,6.6605072021484375,0.7348829507827759,0.24375000596046448,800,800,400,2.02099871635437,1.159531593322754,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,5.0,0.05479344353079796,
1753388238.6495697,synthetic_multimodal_dac_comparison,2,Weighted_DAC_PoE_first_consensus,1,Agent_2,4.70191764831543,1.7271673679351807,2.1683905663683904,-0.8319705243648654,6.4033308029174805,0.797447919845581,0.5299999713897705,800,800,400,2.4560835361480713,1.3134682178497314,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,5.0,0.05479344353079796,
1753388238.6495697,synthetic_multimodal_dac_comparison,2,Weighted_DAC_PoE_first_consensus,2,Agent_3,4.627105712890625,1.7311103343963623,2.151070829352354,-0.8028221197426695,6.219636917114258,0.7955641150474548,0.45750001072883606,800,800,400,2.383300542831421,1.2513371706008911,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,5.0,0.05479344353079796,
1753388238.6495697,synthetic_multimodal_dac_comparison,2,Weighted_DAC_PoE_first_consensus,3,Agent_4,4.4810791015625,1.6856831312179565,2.116855947286565,-0.7459269413507008,6.111710548400879,0.8542041182518005,0.5525000095367432,800,800,400,2.466571807861328,1.374023675918579,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,5.0,0.05479344353079796,
1753388244.8077347,synthetic_multimodal_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_1,0,Agent_1,6.964967250823975,1.926870584487915,2.639122439528711,-1.7137042946393621,8.016834259033203,0.7749311923980713,0.5112500190734863,800,800,440,2.0213937759399414,1.450340747833252,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,1.0
1753388244.8077347,synthetic_multimodal_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_1,1,Agent_2,2.952439308166504,1.200742483139038,1.7182663670591076,-0.150335253495413,6.812037467956543,0.858593761920929,0.7049999833106995,800,800,440,2.819495439529419,1.6723226308822632,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,1.0
1753388244.8077347,synthetic_multimodal_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_1,2,Agent_3,3.08113169670105,1.2519930601119995,1.7553152698877343,-0.20047661155751273,5.878331184387207,0.9017349481582642,0.8662499785423279,800,800,440,2.7134461402893066,1.8165817260742188,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,1.0
1753388244.8077347,synthetic_multimodal_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_1,3,Agent_4,2.7573325634002686,1.1590794324874878,1.6605217744432827,-0.07431735000403639,5.596952438354492,0.864194929599762,0.7537500262260437,800,800,440,2.8766238689422607,2.142319679260254,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,,,1.0
1753388244.8593183,synthetic_multimodal_dac_comparison,4,Weighted_DAC_PoE_streaming_consensus_cycle_1,0,Agent_1,4.387612819671631,1.7795485258102417,2.0946629370072003,-0.709510460084017,6.239640712738037,0.7749311923980713,0.3487499952316284,800,800,440,2.1544535160064697,1.2342925071716309,3.927687406539917,1.6030603647232056,Weighted_DAC_PoE,weighted_dac_poe,multimodal,3.0,,1.0
