x1,x2,x3,x4,x5,x6,x7,x8,y
-1.6692033,0.3663466,0.89436316,-0.9935928,1.6304069,-0.5316688,-1.5896253,-1.7111487,-1.2964512
-0.97351266,0.78314043,1.1063158,0.32434554,0.0021875898,1.2101572,1.3545193,-1.0864101,-0.087706404
-0.031465911,1.3044103,-0.26855286,0.5824297,1.6430327,-1.0610905,0.64584132,0.095682759,1.7947216
-1.17041,0.7133349,1.5877461,1.1577463,-0.97660066,-0.84592113,0.26952157,-0.39532536,0.27771698
-0.66170087,1.3416343,0.79951597,1.2480557,-0.63749094,-0.66151386,-1.2765829,0.20539368,1.6626971
-0.089214277,0.56390073,-1.0088566,1.5417264,-0.46496453,-0.14915934,-1.1808487,-0.89035007,-0.3860042
-0.83721548,1.1960121,-0.62839422,0.7708183,-0.2365136,0.83736216,-1.5028151,1.427839,0.75071375
-0.60259965,-0.0045344719,0.99686657,-0.1199644,0.50820567,-0.73385358,0.56289828,-1.2103659,-0.048748287
-1.4326688,0.58769761,-1.3050376,-0.41478144,0.27830259,-1.5111121,1.1717449,0.32048752,1.1667913
-0.051715444,0.40703614,-1.5107799,1.2072884,-0.48761426,-1.6869131,0.90628253,-1.2597284,-1.5364736
-0.30585123,1.6429961,-0.39941608,-0.82792252,0.60548997,0.91383302,-0.63512553,-1.2382294,1.1701777
-1.0040754,0.97434059,1.2645336,0.32731458,-0.55843593,1.4774033,-0.62138002,0.74444197,-0.22367972
-1.6040495,1.1724125,1.1041646,-0.44433471,-1.360824,-0.45768228,0.29651966,0.055798227,0.4376746
-0.71741391,1.5194033,-1.6272409,-1.6336,0.2757664,0.098027861,0.62252089,-0.15791977,0.57207188
-1.091552,0.49153487,0.19811707,-1.0327687,-1.540395,-0.10017492,-1.7141331,-0.076725506,-0.6767015
-0.18317708,0.76304115,1.5395044,-0.23467699,1.5079765,-0.35203851,-1.7021328,0.65450488,-0.063799727
-0.94022451,0.37898213,1.6173364,-1.3717478,-1.1623354,-0.19823482,0.25380193,-0.88046299,0.4116285
-1.6257832,0.28950171,-0.86833194,-0.47886642,0.28737358,0.66321249,-1.0663633,-0.60678307,1.5721815
-0.74622756,0.97146703,-1.1846148,-1.6106294,-0.6769384,-0.54302385,-1.2667761,-0.038137054,-0.96541741
-0.26060485,0.99242376,-1.5002946,0.59692187,-0.33562159,-0.23367754,-1.3641975,0.57960326,0.44860288
-1.3680697,0.13488595,-0.35277211,-0.49357124,-0.015677894,-1.4008562,-1.6417984,-1.2558046,-1.2295484
-0.71986672,1.6442191,0.83716687,-0.85844875,0.91905802,-0.60020866,0.10919965,-0.94693466,1.211694
-1.1893246,1.499322,-1.5927089,-0.96554062,-0.08716905,1.6354685,0.29359,1.4419039,-0.25523203
-0.3290797,1.6020971,-1.4333789,-1.0684193,1.6798853,0.69846971,1.0657302,-0.32668213,-0.61873329
-0.42622964,0.95753118,-1.3588042,-1.2323552,0.94670162,1.6498951,-0.85931073,-1.7128697,-0.57534316
-0.51917289,1.2896529,-1.1463283,0.45494636,0.46935182,-0.3514059,1.1372482,-0.3769802,-0.050377165
-1.2281831,0.22052596,-0.89706501,0.98339322,1.7091725,-0.77627179,-0.011573355,-0.50094984,1.7500074
-0.30634429,1.1685145,-0.90957451,-0.83392246,1.6388112,0.70039413,0.27885759,1.5049148,1.0522584
-0.4326026,1.6723523,-0.60246751,-1.7182126,0.4736612,-0.65361212,-0.5214799,0.74277827,-0.95133674
-0.23273915,0.59498964,0.067687802,-1.3131555,1.1158001,0.81545001,1.6753023,-0.71983576,-1.094273
-1.3466678,0.86291462,0.77247908,0.66960208,0.61669364,0.25099525,0.60613096,-0.56369614,-1.4712442
-1.108419,0.96659638,-0.20668751,-1.2208179,0.77077498,-1.0929812,-1.5509152,1.6200183,-2.8873635
-0.49188246,0.34887606,1.4768368,-1.1090064,1.6400833,1.3627663,-1.2517645,0.67094308,0.11735547
-0.15348914,1.2301036,0.069208396,-1.4057315,1.3089097,-1.1078521,-1.1258313,-1.2243091,-0.8039024
-1.6865838,0.10099067,0.62978946,1.6157824,-1.492612,0.83013066,-1.4332525,0.42517578,1.4132345
-0.6102211,0.25857004,-1.108017,-1.5733906,-1.0476144,0.11054349,-0.55446136,-1.6871863,-0.58608733
-0.35537103,1.0534449,-1.6254583,1.0401858,-1.5961475,0.098021802,-1.0399989,-1.4246959,-1.5833025
-0.75011619,0.30404955,-0.55881539,1.6670336,-1.3420186,-0.065958225,-0.67311891,-1.6188517,-1.1565312
-1.2639836,0.86524552,0.74400296,1.2021897,-1.11993,-0.60073617,-1.0149364,-1.2671622,0.66757967
-0.95914665,0.9980203,0.58548031,-0.010109545,-0.442539,1.1605628,1.0043357,0.79473637,-1.074921
-0.15256679,0.38291952,0.96327497,-0.32109624,1.3026277,0.96398102,0.253867,1.5134999,0.056437511
-0.57117698,0.31858942,1.0510605,-1.1402641,0.57437528,-0.731879,-0.40822999,-0.48221783,0.48613302
-0.34226928,0.46863966,0.012610045,-0.48158685,-1.2586922,0.36106437,-0.047131438,1.2989222,-0.40131533
-1.5775788,1.5415105,-1.3690842,-1.299253,0.7471494,0.35796361,0.63809345,-1.0460267,0.077629438
-0.50369387,0.38031424,0.92372635,-0.14533571,1.1534318,0.15456518,-1.4992655,-0.26379968,0.68891396
-0.25346724,0.85938876,0.4843599,0.95894044,-0.83456124,-0.63055672,-0.88859564,-0.23509952,1.3863141
-0.90528971,0.59193585,0.72902299,1.674543,-0.27893824,1.2220999,1.5354998,-1.2443995,1.7194092
-0.45636686,0.99930395,-0.76596233,0.72931645,0.49251843,0.86345416,-1.1213508,-0.82263741,0.58141966
-0.50860868,0.5174953,-1.0159565,-1.3846672,-0.37789753,1.1480026,1.396493,-1.1391324,0.036016969
-1.7034362,0.6816439,1.2148238,-0.61282003,1.1554776,-0.52986409,1.5251698,-0.50145362,-0.72197554
-1.4600276,1.0264617,-0.34062316,1.4114957,1.6435018,0.67371546,0.73381109,0.95138088,-0.25191924
-0.59145335,0.73067493,-0.014632857,1.4441094,-0.50639944,0.1810611,-1.0297079,1.1060796,1.0659386
-1.4890796,1.508835,1.4337734,-1.4813999,-0.54638788,0.33167759,0.54442205,-1.5717576,-0.43373146
-0.69103817,0.0113871,-0.18344357,1.1269197,1.6402611,-0.24453553,1.630825,0.22404256,-0.96571164
-1.6770698,0.15686771,-1.6990983,-0.6370255,-0.93329124,1.3964591,-1.2878881,1.0967354,-0.86590345
-0.73503826,1.2164111,0.12819473,1.4123733,1.5445784,-0.48934991,0.76489024,-1.1704151,-0.51943853
-0.50205825,1.2811095,-0.085389772,0.023825241,0.84589096,-0.77443847,0.96519547,-0.79718613,1.0036134
-0.83918592,1.2646424,-0.041482869,-1.5736461,0.8513879,0.077130652,-1.107576,-1.6933489,0.61207487
-1.6977046,0.62998277,-0.12045781,-1.3241313,-0.016392583,-0.077239324,1.6811235,-0.11922002,1.1950453
-0.71438477,1.226908,1.4688375,0.92824972,1.4357359,0.29997543,0.72891679,-0.63238158,-1.1290823
-0.28833292,0.57441995,-1.6379072,0.85830206,-1.5153739,-0.61520165,-1.0253717,-0.74865638,0.097616915
-0.10911754,0.34374623,-0.084466982,0.93029713,0.90305031,1.7203911,1.0717264,-0.29206281,-1.7471803
-1.1599364,1.1604205,0.27519225,0.55609075,-1.5876869,1.6032723,-0.89091525,0.35815819,-1.2035488
-0.16323214,0.25043839,0.65830065,-0.82266308,1.5037299,-0.97625843,1.5929782,0.41457607,0.53064754
