x1,x2,x3,x4,x5,x6,x7,x8,y
-0.32602161,-1.0268534,0.43553407,0.66227529,-0.13826,0.71980436,-0.39133354,-1.0517249,-0.81227129
-1.2777329,-1.6172349,1.4632786,-0.99803993,0.67298263,0.97314398,0.11264188,0.24409889,0.48784764
-0.68273773,-1.6999031,0.73422263,-0.93112576,-0.70871642,-0.37515566,-0.43106859,-0.27972788,0.63409316
-0.90958443,-0.068233454,0.27106971,1.47309,-0.43463196,0.50633256,1.2944291,-1.4625897,0.27798326
-0.16094476,-1.534484,1.1910178,0.76308691,0.69195976,1.3663248,1.5238362,-1.1785723,0.68335463
-0.79107172,-1.2665704,1.3671728,0.64187778,-0.79040297,-0.41518248,0.35429572,-0.11965154,0.54480465
-1.5342548,-0.33244111,-0.63739154,1.3298129,-0.049393937,0.012676037,-0.69399189,1.6940978,1.0555904
-1.0650695,-0.53806787,-0.45688291,0.74661851,0.85306661,1.050567,-0.55771072,0.080702931,1.1096167
-0.99074969,-1.6193472,-1.5006864,-1.3508082,-1.3719908,-0.032340203,-0.93656829,-1.0134094,-1.6500944
-0.87861717,-0.46144694,-0.64054359,-1.6550742,-1.0612419,-0.31864095,1.4572517,-0.12066335,1.2544391
-1.5873412,-0.1487943,-0.05877623,-0.35582152,0.81054596,-0.69196083,-0.72042218,-0.21615322,0.81259943
-0.16748923,-0.048783329,-0.56062464,-0.10736977,1.2653421,0.40912945,-1.2433624,0.098637394,1.2200831
-0.48665379,-1.0405594,-1.077774,1.1538301,-1.184215,1.6622521,0.61501124,0.6068361,0.49815469
-1.4271469,-1.4725966,1.1133231,-0.264009,0.78508956,1.232689,-0.30525177,1.4252966,0.47856553
-1.2768975,-0.78356331,-0.55460965,0.94742971,0.62225165,1.0167334,-0.26270036,-1.7182946,-1.0735095
-1.4062858,-1.2912643,1.4241716,0.16300049,-1.1686211,-0.49552343,-0.76999615,0.89908189,0.89300408
-1.2575419,-1.7003278,-0.15683911,0.16249085,0.72094304,0.55383845,0.53462614,-0.17499628,0.59423108
-1.2057126,-1.0586484,-0.58172954,0.60939426,-0.93364859,-0.33086983,1.2224183,1.3507522,-0.26110911
-0.39373777,-0.62430174,-0.00011175277,0.068346251,0.25562571,-0.93318173,-0.024937627,1.3678117,0.23927165
-1.5845059,-1.1414136,-1.4593747,0.52222081,0.90080708,-1.646791,1.0150219,1.153866,0.794067
-1.5369098,-1.4691822,-0.12319773,0.8197262,1.0921912,-0.4212297,1.058161,0.32501154,1.1712548
-1.0163421,-0.050372497,-0.57095569,-0.48048485,-0.80796531,1.6069598,-0.0054062543,0.61745505,0.31553647
-0.10518279,-0.69172428,-0.16632243,-0.72893385,0.90967205,1.0322859,-0.14869482,0.78201689,1.3878085
-0.033414203,-0.72402195,-0.077504975,-0.4120858,-0.58664505,0.92785988,-0.90907156,1.3961843,0.2742359
-0.41858908,-0.067243353,-1.3033568,-1.3535499,-1.2350527,-1.5595331,1.2628215,-0.94095944,-1.2656035
-0.33396531,-1.237948,1.0967392,0.13222316,1.6256753,1.4019431,-0.76331026,-1.2394812,-1.805549
-0.51223664,-1.1623659,1.7035846,1.0470945,-0.26082872,-0.57715002,0.15430183,0.42247146,-0.076558032
-0.12816844,-1.7274334,-0.21490987,1.6967298,-1.0472681,0.86278186,1.2954632,1.6981262,-1.1089021
-1.0595939,-1.5710968,0.46190697,0.6872792,1.5872514,1.4361856,1.0883513,1.4287165,-1.5977374
-1.4745856,-1.6488845,-1.5163172,1.1833296,1.6906281,-1.1541968,1.2476266,-1.4352603,0.75621896
-0.93854552,-0.25412561,-0.76854257,-0.084767166,0.24178997,-1.0076465,-0.48986005,-0.76195842,1.1787139
-1.3220912,-1.2169206,-1.465353,-1.669752,1.1882559,-0.082803377,0.069951291,1.425905,0.61604552
-0.80466186,-0.29540276,0.3162861,1.6784845,1.1746217,1.2995495,-1.2322314,-1.023865,-1.0609561
-1.2254351,-0.34524911,1.361061,-1.5162953,-1.5951364,-0.67510361,1.2200098,1.215934,0.21888912
-1.1631446,-0.092948151,1.1925589,-1.5579074,0.66612017,-0.64132521,0.9383909,0.13196609,0.65879658
-1.2052639,-1.647661,-0.96577878,1.0514218,-0.66606871,0.6941088,-1.0161204,0.94931765,0.46632322
-1.1357386,-0.72392556,0.55229139,0.77241674,-1.0311355,1.3083597,0.081326342,-1.5415972,-1.1601493
-0.96044199,-0.10893225,0.75905769,1.1010446,0.54345541,-0.55281187,0.22463729,1.4011629,0.49015856
-1.30675,-1.1761676,1.0281417,0.79506853,1.4239147,-0.64004587,1.4789747,1.3775351,-0.47826318
-1.3329202,-0.3925731,0.77605613,0.096112621,-0.27521179,-0.60875627,0.3135793,1.6896785,0.53445003
-0.15217344,-0.022427924,-1.4374858,1.382086,-1.0939057,0.63189738,-0.68509654,1.0737436,-0.75477409
-0.33803387,-0.95708281,-1.4970468,1.000571,1.134447,-0.71138857,0.80386062,0.097350247,1.5094456
-0.35450349,-0.55532459,0.68059631,-1.6077602,1.6836405,0.1737226,-0.4075997,0.76225131,-1.0163086
-1.2162964,-0.80261673,1.5022858,0.35638085,-0.81565766,0.70409545,0.81115614,-0.85552801,-0.99774752
-1.0505436,-1.569744,-0.12694719,1.3366188,0.736325,-1.5687005,1.1274483,0.070653992,1.4472256
-1.4207591,-0.73905766,1.2656397,1.2266969,-1.4338586,0.59607359,-0.95115039,-0.79854607,0.71297799
-1.2824066,-0.28230311,-1.1879948,0.69624707,-0.0099705448,0.017274549,0.48559373,-0.46532386,-0.063640497
-1.5148735,-1.0141641,0.79409176,0.55550221,1.6275324,0.62109737,0.10002442,0.094963001,-0.69877524
-1.0974482,-0.12201113,0.71228491,0.69014153,1.3697862,1.3418133,0.43967105,-0.88208564,-2.1404899
-0.60782103,-1.3415608,0.39273175,-0.45694309,0.58731368,-1.6468367,-0.46212693,1.1244621,-2.1235608
-0.74801229,-1.0392933,-0.77153855,1.5503085,1.4620115,0.94965354,1.5273787,1.184683,-0.96315054
-1.048767,-0.039022434,-0.80817986,1.6950093,1.3151543,0.84404936,1.0663446,-1.0616944,-1.7762476
-0.23585728,-0.67084354,0.42665566,-1.4935717,0.29355012,-0.28265352,-0.90763425,1.6844814,-3.0413439
-0.62133495,-1.4642227,-0.85450628,-0.85744898,-1.0004513,0.95103718,-0.86775941,0.22361144,-0.31311506
-1.1872143,-1.2678585,0.63463147,1.3229072,-0.78970725,-0.62403209,-1.5462688,-0.50394272,1.8006457
-1.4677853,-0.65190514,1.5545242,-1.6265324,-1.5799618,-1.5446176,-1.5031044,1.1618249,-1.4401386
-1.6818272,-0.1895993,0.38045833,-0.74712149,1.4145794,-1.668658,1.414731,-0.78940937,0.72919187
-0.98945349,-0.42105738,-1.1032657,1.2047501,-1.505334,-1.1335452,-0.21943003,1.0616241,2.0662158
-0.47231962,-0.9979579,-0.15120584,0.98526014,1.1046339,-0.79951363,-1.2584372,0.86481738,-0.059609402
-1.2008859,-1.0442243,-1.5020615,0.74443947,1.4203504,1.1676392,-0.19834148,1.5332249,1.3758168
-1.0006328,-1.1905756,1.2892312,-1.4113512,-0.74725112,-1.3435698,0.7175675,-1.1182936,0.76000196
-0.80381857,-1.1662375,0.60614733,1.3411088,-0.4465773,-1.1306738,-1.3634017,0.51772389,1.1506025
-1.6390945,-1.6286709,1.686845,-0.23750882,0.5475441,-0.86524021,-0.84403161,0.24968718,0.32931524
-0.60834318,-1.3746,-1.487063,1.1189108,-0.18361021,-1.2938729,1.0961797,1.5537909,0.25003121
-0.38667186,-0.66960506,-1.0911532,-0.67416471,-1.08693,-1.0597112,-0.25134308,-0.6264175,-0.47365005
-1.2499719,-0.40538573,1.1557389,-0.27113501,0.53388158,-0.49166467,-0.76718662,0.17094636,0.63137557
-1.5802969,-0.94950929,-1.5286807,0.97135967,-0.52768393,-1.5708293,1.6956584,-0.21881838,-1.0421241
-0.12258119,-1.1786102,0.30937555,-1.5092998,-1.7105533,0.85783752,-0.41008573,1.3832915,-1.2190127
