agent_idx,inducing_idx,x0,x1,x2,x3,x4,x5,x6,x7,y
0,0,-0.9424561262130737,-0.8800283074378967,-0.8935226798057556,0.5096439719200134,0.7202357649803162,-1.169838786125183,-0.9768001437187195,0.7884133458137512,-0.7877487
0,1,-1.0007520914077759,-0.9008743762969971,0.10672390460968018,-0.9582220911979675,-0.36856308579444885,-0.48313507437705994,-0.6353604197502136,0.5147233009338379,-0.6905787
0,2,-0.9160000085830688,-0.9700406193733215,-0.48587071895599365,0.9196721911430359,1.1932730674743652,-0.9150170087814331,0.5510104894638062,0.7914897203445435,1.9174273
0,3,-0.8965931534767151,-0.9841229915618896,-0.7578679919242859,0.9256734251976013,1.3358477354049683,-0.8286396861076355,-0.5271297693252563,-0.6888340711593628,1.8916323
0,4,-0.7944652438163757,-0.9030823707580566,0.5570079684257507,0.8852182626724243,0.5072363615036011,-0.4237966537475586,0.7333203554153442,-0.6803091168403625,-1.0321002
0,5,-0.9897257685661316,-0.9333232641220093,-0.21175460517406464,0.6969008445739746,-0.8572346568107605,-0.770888090133667,0.21122793853282928,-0.27363499999046326,0.53863204
0,6,-0.920868456363678,-0.9165453314781189,0.28336524963378906,0.42121389508247375,-0.6783192157745361,-1.0344808101654053,-0.9153939485549927,0.6085221171379089,1.3253877
0,7,-0.8655475378036499,-0.8180674314498901,0.4572465419769287,-0.07234731316566467,0.7259543538093567,0.8624173402786255,-0.8660837411880493,-0.5684590339660645,0.95943797
0,8,-0.9348816275596619,-0.8177790641784668,0.10155347734689713,-0.3252290189266205,0.6765525341033936,0.8434939384460449,-1.0692936182022095,-0.5300585627555847,1.7631814
0,9,-0.8970944285392761,-0.8425683975219727,0.27072441577911377,-0.7645530700683594,0.8536816835403442,-0.8405874967575073,0.3386094868183136,0.23325464129447937,1.2564608
0,10,-1.0304919481277466,-0.808432936668396,-0.26962149143218994,0.3252052366733551,-0.21744057536125183,-0.6894523501396179,-0.553229808807373,0.3954339325428009,1.598501
0,11,-0.8490928411483765,-0.935538113117218,-0.8641095757484436,0.5553981065750122,-0.8929656744003296,0.6509947776794434,-0.34454068541526794,0.10946990549564362,-0.7096418
0,12,-0.834212064743042,-0.8392135500907898,0.2960676848888397,-0.755346953868866,-1.0385873317718506,0.9184516072273254,1.1080008745193481,-0.591876208782196,0.56185246
0,13,-0.9178861379623413,-0.8449032306671143,-0.11740037798881531,-1.0733686685562134,-1.3543990850448608,0.859879195690155,1.144897222518921,-0.5315208435058594,1.6491436
0,14,-0.8582333326339722,-1.0007721185684204,-0.17828266322612762,0.8562880158424377,-1.1900321245193481,-0.5882144570350647,-0.8913058042526245,0.5938779711723328,2.2690566
0,15,-0.9288450479507446,-0.9649415016174316,0.894909143447876,0.03569263592362404,-0.6471468806266785,-0.8811352252960205,0.6674710512161255,0.5431947708129883,1.2266628
0,16,-0.838692843914032,-0.9068663716316223,-0.8090837001800537,0.9716697335243225,-1.0294932126998901,1.1835557222366333,0.6185566782951355,-1.0226188898086548,0.69945097
0,17,-0.8964998126029968,-0.7790864706039429,1.0328677892684937,-0.6626315712928772,-0.44405436515808105,0.379273921251297,-0.6526385545730591,0.16493530571460724,1.1834848
0,18,-1.0214937925338745,-0.7379130125045776,-0.20209555327892303,-0.8195551633834839,0.6077467203140259,-0.8208303451538086,0.673833429813385,-0.38389185070991516,2.0824668
0,19,-0.8434696197509766,-0.9840203523635864,-0.4709669351577759,0.5529239177703857,0.644930362701416,0.8000271320343018,-0.8323527574539185,0.8723243474960327,1.9379008
0,20,-0.9856277108192444,-0.9143632054328918,0.07979951798915863,0.6810479164123535,-0.8029809594154358,-1.091450810432434,-0.05778605490922928,-0.30147719383239746,1.4916844
0,21,-0.8356021046638489,-0.9229892492294312,-0.9950132369995117,-0.4218454360961914,0.643280565738678,0.985173225402832,1.1041690111160278,-0.5847166776657104,-0.90938854
0,22,-0.7978477478027344,-0.9004921317100525,0.6237698197364807,0.9552396535873413,0.6403487324714661,0.8001260757446289,0.7899894714355469,1.0975700616836548,-1.4651005
0,23,-0.5955761075019836,-1.2087383270263672,-0.10048405081033707,-0.4745737612247467,0.22774669528007507,0.02864670753479004,0.28513649106025696,-0.29449811577796936,1.7256057
0,24,-0.9358891248703003,-0.9808213114738464,-1.1713371276855469,-0.7088891267776489,-1.205897331237793,-1.36612868309021,-1.0473237037658691,0.7306964993476868,0.7081325
0,25,-0.9986670613288879,-0.8253345489501953,-0.36966684460639954,-0.9891391396522522,0.6026228070259094,0.4713912010192871,0.466974675655365,0.5504350066184998,2.1723142
0,26,-0.8636199831962585,-0.9198536276817322,-0.9232683181762695,0.9060639142990112,-1.0603537559509277,1.2520101070404053,0.9264113903045654,-0.9351126551628113,1.5474712
0,27,-0.84540194272995,-0.825185239315033,-0.12330539524555206,-1.004822015762329,0.27963969111442566,-1.2226579189300537,-1.113240122795105,-0.7270736694335938,-1.3655357
0,28,-0.9044762849807739,-0.8685193657875061,-1.0509470701217651,-1.1240215301513672,-1.3658987283706665,-0.6331157088279724,0.3768831193447113,0.2140822857618332,-1.1601645
0,29,-0.7747045159339905,-0.84481281042099,0.2589394152164459,-1.0185049772262573,0.7037270665168762,0.19958363473415375,-1.3133618831634521,0.7643102407455444,-0.73496485
0,30,-0.7632416486740112,-0.8109553456306458,0.8863041996955872,-0.39056098461151123,0.6564144492149353,-0.7890206575393677,-1.0282238721847534,0.4665865898132324,-0.45222005
0,31,-0.6185833811759949,-0.7287544012069702,1.5910453796386719,1.3074564933776855,0.2602316439151764,1.4120161533355713,1.5607978105545044,-0.9718131422996521,1.1332402
1,0,-0.8370279669761658,0.7782565951347351,1.8457189798355103,-0.6073678731918335,-0.3109772503376007,-0.8579058647155762,-0.4475077688694,0.14403796195983887,1.3689775
