timestamp,experiment_name,stage_number,stage_name,agent_id,agent_name,mse,mae,rmse,r2_score,max_error,mean_uncertainty,coverage_95,num_test_samples,num_finite_samples,training_data_size,predictions_mean,predictions_std,true_values_mean,true_values_std,experiment_type,consensus_method,function_type,consensus_steps,final_mean_convergence,cycle
1753388562.2851512,synthetic_polynomial_dac_comparison,1,Weighted_DAC_PoE_initial_training,0,Agent_1,59.902549743652344,5.208833694458008,7.739673749173949,-1.372630597698603,22.25881004333496,0.7526015639305115,0.3100000023841858,500,500,250,2.691857099533081,1.7572827339172363,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,,,
1753388562.2851512,synthetic_polynomial_dac_comparison,1,Weighted_DAC_PoE_initial_training,1,Agent_2,52.33135223388672,5.572414398193359,7.234041210408378,-1.072749228818719,17.839252471923828,0.8500958681106567,0.20399999618530273,500,500,250,3.4916887283325195,3.003931999206543,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,,,
1753388562.2851512,synthetic_polynomial_dac_comparison,1,Weighted_DAC_PoE_initial_training,2,Agent_3,62.3707275390625,5.21498966217041,7.897514010058007,-1.4703905311691723,23.246700286865234,0.8482030630111694,0.3059999942779541,500,500,250,3.001835584640503,2.6940813064575195,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,,,
1753388562.2851512,synthetic_polynomial_dac_comparison,1,Weighted_DAC_PoE_initial_training,3,Agent_4,39.68804931640625,4.780294895172119,6.299845181939493,-0.5719711835056638,17.991432189941406,0.894059419631958,0.3059999942779541,500,500,250,4.364845275878906,2.8919835090637207,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,,,
1753388562.3241515,synthetic_polynomial_dac_comparison,2,Weighted_DAC_PoE_first_consensus,0,Agent_1,53.249820709228516,5.2252349853515625,7.297247474851631,-1.1091280980130853,20.82389259338379,0.7526015639305115,0.20800000429153442,500,500,250,2.7472095489501953,1.1817129850387573,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,5.0,0.06574774533510208,
1753388562.3241515,synthetic_polynomial_dac_comparison,2,Weighted_DAC_PoE_first_consensus,1,Agent_2,46.15605545043945,4.779160976409912,6.793824802748409,-0.828157001536076,20.163959503173828,0.8500958681106567,0.3319999873638153,500,500,250,3.6988017559051514,1.5155164003372192,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,5.0,0.06574774533510208,
1753388562.3241515,synthetic_polynomial_dac_comparison,2,Weighted_DAC_PoE_first_consensus,2,Agent_3,48.4345817565918,4.8828840255737305,6.959495797584175,-0.9184053068747917,20.461881637573242,0.8482030630111694,0.2759999930858612,500,500,250,3.3817827701568604,1.44923734664917,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,5.0,0.06574774533510208,
1753388562.3241515,synthetic_polynomial_dac_comparison,2,Weighted_DAC_PoE_first_consensus,3,Agent_4,46.13347625732422,4.731062412261963,6.79216285562443,-0.8272627232538492,20.37801170349121,0.894059419631958,0.44200000166893005,500,500,250,3.6871464252471924,1.5842499732971191,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,5.0,0.06574774533510208,
1753388568.2264163,synthetic_polynomial_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_2,0,Agent_1,48.38175964355469,4.471871852874756,6.95569979538757,-0.9163130360771179,21.360544204711914,0.6847831606864929,0.36800000071525574,500,500,310,3.3703489303588867,1.7305806875228882,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,,,2.0
1753388568.2264163,synthetic_polynomial_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_2,1,Agent_2,22.929248809814453,3.4207346439361572,4.788449520441294,0.09181437536938686,16.7023983001709,0.811887800693512,0.28600001335144043,500,500,310,6.1361846923828125,2.691864490509033,7.811910152435303,5.029702663421631,Weighted_DAC_PoE,weighted_dac_poe,polynomial,,,2.0
