timestamp,experiment_name,stage_number,stage_name,agent_id,agent_name,mse,mae,rmse,r2_score,max_error,mean_uncertainty,coverage_95,num_test_samples,num_finite_samples,training_data_size,predictions_mean,predictions_std,true_values_mean,true_values_std,experiment_type,consensus_method,function_type,consensus_steps,final_mean_convergence,cycle
1753388762.7050428,synthetic_rbf_mixture_dac_comparison,1,Weighted_DAC_PoE_initial_training,0,Agent_1,1.3326588869094849,0.747666597366333,1.1544084575701465,-0.0649015431479758,3.4410879611968994,0.6075639128684998,0.7816666960716248,600,600,300,0.5666641592979431,0.5849018692970276,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,
1753388762.7050428,synthetic_rbf_mixture_dac_comparison,1,Weighted_DAC_PoE_initial_training,1,Agent_2,0.6110519170761108,0.5861044526100159,0.7816980984217058,0.5117204386097965,2.1516599655151367,0.7383611798286438,0.9316666722297668,600,600,300,0.5747085809707642,1.363667607307434,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,
1753388762.7050428,synthetic_rbf_mixture_dac_comparison,1,Weighted_DAC_PoE_initial_training,2,Agent_3,2.022239923477173,0.9975964426994324,1.4220548243570543,-0.6159322498257007,3.8155219554901123,0.38664332032203674,0.5866666436195374,600,600,300,0.09959281235933304,0.36665135622024536,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,
1753388762.7050428,synthetic_rbf_mixture_dac_comparison,1,Weighted_DAC_PoE_initial_training,3,Agent_4,0.860975980758667,0.668958306312561,0.927887913898369,0.3120110302834027,2.2341973781585693,0.6028557419776917,0.9183333516120911,600,600,300,0.42976614832878113,0.8495298624038696,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,
1753388762.756238,synthetic_rbf_mixture_dac_comparison,2,Weighted_DAC_PoE_first_consensus,0,Agent_1,0.871272087097168,0.6955814361572266,0.9334195664850657,0.30378360127155646,2.4729509353637695,0.6075639128684998,0.6766666769981384,600,600,300,0.4027757942676544,0.5841519832611084,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,5.0,0.022550931200385094,
1753388762.756238,synthetic_rbf_mixture_dac_comparison,2,Weighted_DAC_PoE_first_consensus,1,Agent_2,0.5886953473091125,0.575218677520752,0.7672648482167762,0.529585091773211,1.990718126296997,0.7383611798286438,0.7566666603088379,600,600,300,0.5323190093040466,0.754677414894104,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,5.0,0.022550931200385094,
1753388762.756238,synthetic_rbf_mixture_dac_comparison,2,Weighted_DAC_PoE_first_consensus,2,Agent_3,1.3443940877914429,0.8834229707717896,1.159480093745228,-0.07427893449969858,2.9884214401245117,0.38664332032203674,0.4699999988079071,600,600,300,0.23761148750782013,0.3801102936267853,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,5.0,0.022550931200385094,
1753388762.756238,synthetic_rbf_mixture_dac_comparison,2,Weighted_DAC_PoE_first_consensus,3,Agent_4,0.9020878076553345,0.70442795753479,0.9497830318843007,0.2791593529092822,2.498696804046631,0.6028557419776917,0.7166666388511658,600,600,300,0.3879241943359375,0.5767526626586914,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,5.0,0.022550931200385094,
1753388768.7073739,synthetic_rbf_mixture_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_2,0,Agent_1,0.6596828103065491,0.5282459259033203,0.81220860024168,0.47286041732296424,2.381544589996338,0.5736373662948608,0.9150000214576721,600,600,370,0.7513543963432312,0.6760786175727844,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,2.0
1753388768.7073739,synthetic_rbf_mixture_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_2,1,Agent_2,0.3592972457408905,0.42109227180480957,0.5994140853707814,0.7128926409764282,1.8284053802490234,0.6578404903411865,1.0,600,600,370,0.6825535297393799,1.3171870708465576,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,2.0
1753388768.7073739,synthetic_rbf_mixture_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_2,2,Agent_3,1.5060343742370605,0.8260958194732666,1.2272059216924682,-0.20344245740317635,3.361659049987793,0.293036550283432,0.5483333468437195,600,600,370,0.2668519616127014,0.5065133571624756,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,2.0
1753388768.7073739,synthetic_rbf_mixture_dac_comparison,3,Weighted_DAC_PoE_streaming_retrain_cycle_2,3,Agent_4,0.3165219724178314,0.3597426116466522,0.5626028549677218,0.7470735177696242,1.9241037368774414,0.5590957403182983,0.9950000047683716,600,600,370,0.7710631489753723,0.9566149711608887,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,2.0
1753388768.7563787,synthetic_rbf_mixture_dac_comparison,4,Weighted_DAC_PoE_streaming_consensus_cycle_2,0,Agent_1,0.42001283168792725,0.47116419672966003,0.6480839696273372,0.6643760086702778,1.6082825660705566,0.5736373662948608,0.7916666865348816,600,600,370,0.6288183331489563,0.7911607027053833,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,3.0,,2.0
1753388768.7563787,synthetic_rbf_mixture_dac_comparison,4,Weighted_DAC_PoE_streaming_consensus_cycle_2,1,Agent_2,0.2845531702041626,0.39785104990005493,0.5334352539944868,0.7726191503916354,1.2896639108657837,0.6578404903411865,0.7333333492279053,600,600,370,0.7865148186683655,0.991802990436554,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,3.0,,2.0
1753388768.7563787,synthetic_rbf_mixture_dac_comparison,4,Weighted_DAC_PoE_streaming_consensus_cycle_2,2,Agent_3,1.1448009014129639,0.8022163510322571,1.0699536912469454,0.08521207121084107,2.7550809383392334,0.293036550283432,0.27166667580604553,600,600,370,0.3150900900363922,0.4327293932437897,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,3.0,,2.0
1753388768.7563787,synthetic_rbf_mixture_dac_comparison,4,Weighted_DAC_PoE_streaming_consensus_cycle_2,3,Agent_4,0.3702235817909241,0.4348059594631195,0.6084600083743582,0.7041616004796944,1.5577855110168457,0.5590957403182983,0.7300000190734863,600,600,370,0.690840482711792,0.796035885810852,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,3.0,,2.0
1753388774.8589702,synthetic_rbf_mixture_dac_comparison,5,Weighted_DAC_PoE_streaming_retrain_cycle_3,0,Agent_1,0.5612446069717407,0.49663400650024414,0.7491626038262593,0.5515204588008722,1.9366083145141602,0.520566463470459,0.9383333325386047,600,600,405,0.6995218992233276,0.8325597047805786,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,3.0
1753388774.8589702,synthetic_rbf_mixture_dac_comparison,5,Weighted_DAC_PoE_streaming_retrain_cycle_3,1,Agent_2,0.2576579451560974,0.30860480666160583,0.50760018238383,0.7941105906624825,1.6792430877685547,0.6159524321556091,1.0,600,600,405,0.7864422798156738,1.2439076900482178,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,3.0
1753388774.8589702,synthetic_rbf_mixture_dac_comparison,5,Weighted_DAC_PoE_streaming_retrain_cycle_3,2,Agent_3,1.2586700916290283,0.7365947365760803,1.1219046713642957,-0.005778505876067097,3.120758295059204,0.279065877199173,0.5899999737739563,600,600,405,0.35618796944618225,0.5536260008811951,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,3.0
1753388774.8589702,synthetic_rbf_mixture_dac_comparison,5,Weighted_DAC_PoE_streaming_retrain_cycle_3,3,Agent_4,0.10475721210241318,0.1966593712568283,0.3236621882494357,0.9162905685460072,1.3159568309783936,0.5496981143951416,0.9933333396911621,600,600,405,0.972144365310669,1.0293362140655518,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,,,3.0
1753388774.9077983,synthetic_rbf_mixture_dac_comparison,6,Weighted_DAC_PoE_streaming_consensus_cycle_3,0,Agent_1,0.36614790558815,0.44956380128860474,0.60510156634085,0.7074183910450664,1.4345958232879639,0.520566463470459,0.8366666436195374,600,600,405,0.6690449714660645,0.8636243939399719,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,3.0,,3.0
1753388774.9077983,synthetic_rbf_mixture_dac_comparison,6,Weighted_DAC_PoE_streaming_consensus_cycle_3,1,Agent_2,0.24160410463809967,0.3807450234889984,0.4915324044639373,0.8069389054387139,1.1869587898254395,0.6159524321556091,0.675000011920929,600,600,405,0.8953145146369934,1.0975816249847412,1.0812727212905884,1.1196105480194092,Weighted_DAC_PoE,weighted_dac_poe,rbf_mixture,3.0,,3.0
