agent_idx,inducing_idx,x0,x1,y
0,0,1.367432171774143,3.700197672909807,2.275869563810449
0,1,7.552643136217848,5.643861126031587,11.730610045353252
0,2,1.5314463602005453,7.98926972863346,5.137766595827261
0,3,7.416034335025641,0.3626533831541181,8.321571811657078
0,4,5.205344314383682,9.514023321844526,11.083369918806328
0,5,7.7164254881071805,3.880352037372819,11.030040486767396
0,6,8.801373679085621,8.794515999042687,17.529608818811422
0,7,3.5179562400817312,0.6525870248997485,2.6835080109296463
0,8,5.490143464560261,2.9436131791829205,5.978847884707007
0,9,4.722329447011329,5.170308182210165,6.228248068386776
0,10,1.093081061855636,0.38404115550222073,0.5956947892079852
0,11,9.661523929792024,1.7021134313302388,13.986568503251219
0,12,3.482032336493402,8.542377068383791,7.5981744234496045
0,13,5.357923367478868,7.726136671345765,9.496889394796819
0,14,3.96179201142966,3.576440177624418,4.872972055436761
0,15,9.63417086159697,6.930684894357761,17.804347651475684
0,16,0.4450673079326748,9.51950916185747,5.6900304737039145
0,17,7.644663040621593,1.867262195081338,9.46837740945646
0,18,4.3168064592497775,1.5897326843951198,3.710786492479325
0,19,7.162424833674083,8.14546898403123,13.30491083010549
0,20,6.366575394970786,2.053138328516284,7.1378099939004835
0,21,8.674835279327883,4.134990093979711,12.949740224501058
0,22,4.335246671358672,6.772319341850985,7.163497249110667
0,23,3.184304398418439,5.115210225706619,4.497102816910222
0,24,1.345641993966856,2.736181878055029,1.5598490461744665
1,0,0.49912013881180606,6.152877971062848,3.006314666744303
1,1,6.850390280411542,3.762285893105753,8.99242756104089
1,2,0.6381665436955073,4.135618842238981,1.9543901826068124
1,3,0.44628195519739755,7.1330865479617716,3.833837732259245
1,4,8.771244501405729,2.7862070350014836,12.338354042446513
1,5,1.019507556256329,9.079914119208615,5.783378427497937
1,6,6.096487191010002,6.934963206464395,10.11255829631042
1,7,2.359885221323433,5.719288136973769,3.9294677461730414
1,8,8.572043945004477,9.75578768024113,18.059395410022866
1,9,5.885086341624478,4.772796049302979,7.994932755145724
1,10,7.96060111524786,6.444396153338485,13.086242390839997
1,11,7.4090348870059275,9.568808263330961,14.81785577396773
1,12,1.1171261828835863,1.6139786892906907,1.2022401110476961
1,13,2.7790038690003147,4.140921768994231,3.6372325523384923
1,14,1.7646632927448653,9.441014693376282,6.5567175358619485
1,15,5.999169766855855,0.6110771502686942,5.612683289455648
1,16,8.876108705220222,0.28453952119039094,11.703083355613593
1,17,6.412402770333701,5.888101762444876,9.901219060799848
1,18,0.5792434924718783,3.154093259062724,1.2840176530779719
1,19,9.68748953509896,9.60616101180214,20.72492841916142
1,20,4.28659765901175,0.3665668246346394,3.4228194173032396
1,21,1.2350621037389797,5.6866832887833025,3.386424797341835
1,22,3.0683872535610934,2.973542162195109,2.966540212054612
1,23,6.656472527010272,2.669109915839809,7.9317048894240765
1,24,9.533770321530294,3.767698574657393,14.435125315665195
2,0,2.2464429910768633,2.1502628962086843,1.861285905475446
2,1,5.068329575349123,3.9951312386576103,6.056949664971634
2,2,7.8690573790031255,7.465293260464631,14.264369603893146
2,3,2.499524575061422,0.3138879495443483,1.3862766457622457
2,4,8.028323009597793,0.6345634901410397,9.672943982669738
2,5,2.946532926427277,9.604975987160628,7.6286523759313
2,6,6.016435760047741,3.764684232652198,7.541584129839211
2,7,0.5726486256432386,8.10860954652506,4.454517711719955
2,8,6.967896591715736,6.884564768765764,11.349889734137426
2,9,4.834547722305583,8.717577217362457,9.889857728655004
2,10,9.466861982795177,5.292860525467859,15.563649193891486
2,11,8.607129993088908,5.959113534134632,14.458187868383655
2,12,9.677764511075054,8.613292302213516,19.52596311277505
2,13,3.3515862776048135,6.201677662001233,5.57669311708209
2,14,5.16378278158697,6.7043472199907574,8.548035868537065
2,15,9.583129867368406,2.5836458937777884,14.129604475864932
2,16,2.600122628712841,8.17749212062213,6.386158829364428
2,17,4.365994023618018,7.82649588120467,7.997118030636656
2,18,5.129923433639252,1.85164449046355,5.041492282835834
2,19,5.4476848665000475,5.644794657858226,7.960152485905988
2,20,0.33997439314781897,0.7563047878260347,0.1389168783240813
2,21,4.175765834073982,9.486071025562612,9.339416159797766
2,22,4.536332797304966,2.6972713507043844,4.562856326845861
2,23,3.4618377072146114,7.401690857319203,6.3635379522794535
2,24,1.5693753851559014,6.643539529260851,4.201734122888479
3,0,5.826144202336588,1.3981359710943688,5.7647195769367965
3,1,6.616428913964862,8.95490799530062,12.840015370972246
3,2,7.840749908423485,2.8012035790463017,10.13998943285138
3,3,8.526057794202206,1.358808734191288,10.844158928658572
3,4,8.003689502786932,8.510522262244358,15.480215458334763
3,5,3.9052338308869263,4.575292136033883,4.805822811090839
3,6,0.4356450089336157,5.024226427943679,2.4661304861971196
3,7,6.176863485245326,9.668952870845988,12.79690632661144
3,8,9.731713395527098,0.33515609852973594,13.17700959661001
3,9,2.092611398694674,1.0233729792617678,1.4165975834409414
3,10,2.435692680726892,6.8960577710381585,5.087697659542016
3,11,8.952150486952222,7.830533968704257,16.755638163334215
3,12,1.6520518087367821,4.810233634184113,2.974282276609563
3,13,6.791307941031072,0.8530306656153419,7.263315147822883
3,14,4.038004016394894,5.743421946021524,5.879290636820152
3,15,6.036032203711055,8.194568124645691,10.968088366417986
3,16,8.897310437434223,1.8385780236385205,12.11509033775607
3,17,2.373831443019074,3.457292864649049,3.0039886302638807
3,18,5.077565222693165,0.5135294788464968,4.0806284108442865
3,19,9.298474501871448,0.9579404706709251,12.673200754130223
3,20,8.302292250578153,4.810783245936146,12.325645650559814
3,21,0.3344445179290929,2.1795755286559215,0.6385226190227786
3,22,3.2289142367039356,1.4670975422569374,2.5647225368842776
3,23,3.734619231973534,2.4246936752999426,3.381991512286578
3,24,6.972589145894254,4.886884101820624,9.976777454362947
